name,train_mrr,val_mrr,mrr,hit@1,val_hit@1,recall@10,val_recall@10,ndcg@5
"rrf+expand_sel[k30,sym,h1,a0.2]",0.5221,0.4278,0.4844,0.375,0.375,0.75,0.6875,0.4275
"rrf+expand_sel[k30,sym,h1,a0.3]",0.5173,0.4404,0.4866,0.375,0.375,0.725,0.6875,0.4368
"rrf+expand_sel[k30,sym,h1,a0.5]",0.4708,0.4467,0.4612,0.35,0.375,0.7,0.625,0.4393
"rrf+expand_sel[k30,sym,h1,a0.8]",0.4416,0.308,0.3882,0.225,0.125,0.65,0.5625,0.3763
"rrf+expand_sel[k30,sym,h1,a1.2]",0.3505,0.2041,0.2919,0.125,0.0625,0.625,0.5625,0.2871
"rrf+expand_sel[k30,sym,h1,a2.0]",0.2697,0.116,0.2082,0.075,0.0,0.55,0.4375,0.2068
"rrf+expand_sel[k30,sym,h2,a0.05]",0.5738,0.4464,0.5228,0.425,0.375,0.75,0.6875,0.4498
"rrf+expand_sel[k30,sym,h2,a0.1]",0.5332,0.4117,0.4846,0.375,0.3125,0.75,0.6875,0.4453
"rrf+expand_sel[k30,sym,h2,a0.2]",0.5211,0.4608,0.497,0.375,0.375,0.75,0.6875,0.479
"rrf+expand_sel[k30,sym,h2,a0.3]",0.5021,0.4223,0.4701,0.325,0.3125,0.725,0.625,0.465
"rrf+expand_sel[k30,sym,h2,a0.5]",0.4936,0.3445,0.4339,0.275,0.1875,0.725,0.625,0.4386
"rrf+expand_sel[k30,sym,h2,a0.8]",0.4538,0.3317,0.405,0.25,0.1875,0.725,0.625,0.4252
"rrf+expand_sel[k30,sym,h2,a1.2]",0.3907,0.2536,0.3359,0.175,0.125,0.7,0.625,0.3437
"rrf+expand_sel[k30,sym,h2,a2.0]",0.3374,0.2262,0.293,0.15,0.125,0.7,0.625,0.2948
"rrf+expand_sel[k100,sum,h1,a0.05]",0.4863,0.407,0.4546,0.3,0.25,0.75,0.6875,0.4635
"rrf+expand_sel[k100,sum,h1,a0.1]",0.4224,0.3525,0.3944,0.25,0.1875,0.725,0.625,0.399
"rrf+expand_sel[k100,sum,h1,a0.2]",0.3711,0.3729,0.3718,0.25,0.25,0.65,0.5,0.394
"rrf+expand_sel[k100,sum,h1,a0.3]",0.3544,0.3033,0.3339,0.225,0.1875,0.65,0.625,0.3554
"rrf+expand_sel[k100,sum,h1,a0.5]",0.2881,0.2845,0.2866,0.175,0.1875,0.6,0.625,0.2929
"rrf+expand_sel[k100,sum,h1,a0.8]",0.2281,0.2601,0.2409,0.15,0.1875,0.55,0.5625,0.2452
"rrf+expand_sel[k100,sum,h1,a1.2]",0.1852,0.2513,0.2116,0.125,0.1875,0.5,0.5625,0.206
"rrf+expand_sel[k100,sum,h1,a2.0]",0.1774,0.2463,0.205,0.125,0.1875,0.475,0.5,0.1951
"rrf+expand_sel[k100,sum,h2,a0.05]",0.2067,0.2651,0.2301,0.05,0.125,0.6,0.5,0.2637
"rrf+expand_sel[k100,sum,h2,a0.1]",0.1809,0.2308,0.2009,0.05,0.125,0.45,0.375,0.2405
"rrf+expand_sel[k100,sum,h2,a0.2]",0.1707,0.2141,0.1881,0.05,0.125,0.4,0.3125,0.2325
"rrf+expand_sel[k100,sum,h2,a0.3]",0.1553,0.2044,0.1749,0.05,0.125,0.4,0.3125,0.2289
"rrf+expand_sel[k100,sum,h2,a0.5]",0.1534,0.2023,0.173,0.05,0.125,0.4,0.3125,0.2239
"rrf+expand_sel[k100,sum,h2,a0.8]",0.1532,0.1999,0.1719,0.05,0.125,0.4,0.3125,0.2166
"rrf+expand_sel[k100,sum,h2,a1.2]",0.1507,0.1973,0.1693,0.05,0.125,0.4,0.3125,0.2145
"rrf+expand_sel[k100,sum,h2,a2.0]",0.1376,0.1967,0.1613,0.05,0.125,0.4,0.3125,0.2103
"rrf+expand_sel[k100,mean,h1,a0.05]",0.505,0.4516,0.4836,0.35,0.375,0.75,0.6875,0.4123
"rrf+expand_sel[k100,mean,h1,a0.1]",0.5034,0.4327,0.4751,0.375,0.375,0.775,0.6875,0.4103
"rrf+expand_sel[k100,mean,h1,a0.2]",0.5004,0.4294,0.472,0.375,0.375,0.75,0.6875,0.4133
"rrf+expand_sel[k100,mean,h1,a0.3]",0.4765,0.4292,0.4576,0.35,0.375,0.725,0.6875,0.412
"rrf+expand_sel[k100,mean,h1,a0.5]",0.4394,0.3764,0.4142,0.275,0.25,0.7,0.6875,0.3967
"rrf+expand_sel[k100,mean,h1,a0.8]",0.3903,0.2455,0.3324,0.2,0.125,0.6,0.5,0.3265
"rrf+expand_sel[k100,mean,h1,a1.2]",0.2979,0.2164,0.2653,0.125,0.125,0.575,0.5,0.2443
"rrf+expand_sel[k100,mean,h1,a2.0]",0.2229,0.1119,0.1785,0.05,0.0,0.45,0.3125,0.1722
"rrf+expand_sel[k100,mean,h2,a0.05]",0.5395,0.4404,0.4999,0.4,0.375,0.75,0.6875,0.4361
"rrf+expand_sel[k100,mean,h2,a0.1]",0.5267,0.4423,0.493,0.4,0.375,0.75,0.6875,0.4381
"rrf+expand_sel[k100,mean,h2,a0.2]",0.5219,0.46,0.4971,0.4,0.375,0.775,0.75,0.4512
"rrf+expand_sel[k100,mean,h2,a0.3]",0.4747,0.4377,0.4599,0.325,0.3125,0.775,0.75,0.4339
"rrf+expand_sel[k100,mean,h2,a0.5]",0.4616,0.391,0.4334,0.3,0.25,0.7,0.625,0.4003
"rrf+expand_sel[k100,mean,h2,a0.8]",0.4285,0.2679,0.3643,0.225,0.125,0.625,0.5625,0.3291
"rrf+expand_sel[k100,mean,h2,a1.2]",0.3727,0.2208,0.3119,0.15,0.0625,0.625,0.5625,0.2844
"rrf+expand_sel[k100,mean,h2,a2.0]",0.3385,0.1923,0.28,0.15,0.0625,0.6,0.5,0.2588
"rrf+expand_sel[k100,sym,h1,a0.05]",0.5516,0.4527,0.5121,0.4,0.375,0.75,0.6875,0.4422
"rrf+expand_sel[k100,sym,h1,a0.1]",0.5324,0.406,0.4818,0.375,0.3125,0.75,0.6875,0.4254
"rrf+expand_sel[k100,sym,h1,a0.2]",0.5198,0.377,0.4627,0.325,0.25,0.75,0.6875,0.4249
"rrf+expand_sel[k100,sym,h1,a0.3]",0.5022,0.3937,0.4588,0.3,0.25,0.75,0.75,0.4341
"rrf+expand_sel[k100,sym,h1,a0.5]",0.4876,0.4039,0.4541,0.3,0.25,0.7,0.6875,0.4481
"rrf+expand_sel[k100,sym,h1,a0.8]",0.4456,0.3464,0.4059,0.25,0.1875,0.65,0.625,0.4178
"rrf+expand_sel[k100,sym,h1,a1.2]",0.3746,0.2244,0.3145,0.15,0.0625,0.625,0.5625,0.3305
"rrf+expand_sel[k100,sym,h1,a2.0]",0.3056,0.1535,0.2448,0.125,0.0625,0.575,0.4375,0.2489
"rrf+expand_sel[k100,sym,h2,a0.05]",0.5786,0.4157,0.5135,0.4,0.3125,0.75,0.6875,0.4516
"rrf+expand_sel[k100,sym,h2,a0.1]",0.5651,0.385,0.493,0.375,0.25,0.75,0.6875,0.4436
"rrf+expand_sel[k100,sym,h2,a0.2]",0.5318,0.4367,0.4938,0.375,0.3125,0.775,0.75,0.4684
"rrf+expand_sel[k100,sym,h2,a0.3]",0.4887,0.404,0.4548,0.3,0.25,0.725,0.6875,0.4516
"rrf+expand_sel[k100,sym,h2,a0.5]",0.4817,0.382,0.4418,0.3,0.25,0.725,0.6875,0.4238
"rrf+expand_sel[k100,sym,h2,a0.8]",0.441,0.354,0.4062,0.275,0.25,0.725,0.6875,0.3744
"rrf+expand_sel[k100,sym,h2,a1.2]",0.4195,0.3173,0.3786,0.25,0.1875,0.7,0.6875,0.3504
"rrf+expand_sel[k100,sym,h2,a2.0]",0.3593,0.2896,0.3314,0.2,0.1875,0.7,0.6875,0.3083
"rrf+ppr[k10,b0.5,a0.05]",0.5072,0.3911,0.4607,0.3,0.25,0.75,0.75,0.4095
"rrf+ppr[k10,b0.5,a0.1]",0.5072,0.3911,0.4607,0.3,0.25,0.75,0.75,0.4095
"rrf+ppr[k10,b0.5,a0.2]",0.5289,0.3926,0.4744,0.325,0.25,0.75,0.75,0.4184
"rrf+ppr[k10,b0.5,a0.3]",0.5697,0.3926,0.4988,0.375,0.25,0.75,0.75,0.4324
"rrf+ppr[k10,b0.5,a0.5]",0.5495,0.4285,0.5011,0.375,0.3125,0.775,0.75,0.4433
"rrf+ppr[k10,b0.5,a0.8]",0.5304,0.4004,0.4784,0.325,0.25,0.775,0.75,0.4251
"rrf+ppr[k10,b0.5,a1.2]",0.5133,0.4078,0.4711,0.3,0.25,0.775,0.75,0.4295
"rrf+ppr[k10,b0.5,a2.0]",0.4922,0.4077,0.4584,0.275,0.25,0.775,0.75,0.4233
"rrf+ppr[k10,b0.85,a0.05]",0.4794,0.3911,0.4441,0.275,0.25,0.75,0.75,0.3982
"rrf+ppr[k10,b0.85,a0.1]",0.5011,0.3927,0.4578,0.3,0.25,0.75,0.75,0.4052
"rrf+ppr[k10,b0.85,a0.2]",0.5014,0.3974,0.4598,0.3,0.25,0.75,0.75,0.4161
"rrf+ppr[k10,b0.85,a0.3]",0.5023,0.3996,0.4612,0.3,0.25,0.775,0.75,0.4231
"rrf+ppr[k10,b0.85,a0.5]",0.4859,0.3984,0.4509,0.275,0.25,0.775,0.75,0.4229
"rrf+ppr[k10,b0.85,a0.8]",0.4716,0.3979,0.4421,0.25,0.25,0.775,0.75,0.4257
"rrf+ppr[k10,b0.85,a1.2]",0.4715,0.3466,0.4215,0.225,0.1875,0.775,0.75,0.4157
"rrf+ppr[k10,b0.85,a2.0]",0.4778,0.3582,0.43,0.25,0.1875,0.775,0.75,0.425
"rrf+ppr[k30,b0.5,a0.05]",0.5024,0.4215,0.47,0.325,0.3125,0.8,0.75,0.4187
"rrf+ppr[k30,b0.5,a0.1]",0.5253,0.4215,0.4838,0.35,0.3125,0.8,0.75,0.4265
"rrf+ppr[k30,b0.5,a0.2]",0.5691,0.424,0.511,0.4,0.3125,0.8,0.75,0.4428
"rrf+ppr[k30,b0.5,a0.3]",0.5692,0.4256,0.5117,0.4,0.3125,0.8,0.75,0.4443
"rrf+ppr[k30,b0.5,a0.5]",0.5486,0.4289,0.5007,0.375,0.3125,0.8,0.75,0.4457
"rrf+ppr[k30,b0.5,a0.8]",0.549,0.4326,0.5025,0.375,0.3125,0.775,0.75,0.4649
"rrf+ppr[k30,b0.5,a1.2]",0.5422,0.4482,0.5046,0.35,0.3125,0.775,0.75,0.4678
"rrf+ppr[k30,b0.5,a2.0]",0.543,0.4091,0.4894,0.325,0.25,0.775,0.75,0.4656
"rrf+ppr[k30,b0.85,a0.05]",0.5023,0.4225,0.4704,0.325,0.3125,0.8,0.75,0.4165
"rrf+ppr[k30,b0.85,a0.1]",0.5274,0.4241,0.4861,0.35,0.3125,0.8,0.75,0.4265
"rrf+ppr[k30,b0.85,a0.2]",0.5277,0.429,0.4882,0.35,0.3125,0.8,0.75,0.4388
"rrf+ppr[k30,b0.85,a0.3]",0.5279,0.429,0.4883,0.35,0.3125,0.8,0.75,0.4411
"rrf+ppr[k30,b0.85,a0.5]",0.5096,0.4389,0.4813,0.325,0.3125,0.775,0.6875,0.4509
"rrf+ppr[k30,b0.85,a0.8]",0.4885,0.3476,0.4321,0.225,0.125,0.75,0.6875,0.4461
"rrf+ppr[k30,b0.85,a1.2]",0.4377,0.3191,0.3903,0.175,0.125,0.725,0.625,0.419
"rrf+ppr[k30,b0.85,a2.0]",0.4093,0.3408,0.3819,0.175,0.1875,0.725,0.625,0.4092
"rrf+prior[r0.0,d0.05]",0.461,0.4212,0.4451,0.275,0.3125,0.775,0.75,0.402
"rrf+prior[r0.0,d0.1]",0.461,0.4213,0.4451,0.275,0.3125,0.775,0.75,0.402
"rrf+prior[r0.0,d0.2]",0.4639,0.4214,0.4469,0.275,0.3125,0.775,0.75,0.4029
"rrf+prior[r0.0,d0.3]",0.465,0.4215,0.4476,0.275,0.3125,0.775,0.75,0.4029
"rrf+prior[r0.0,d0.5]",0.4665,0.4216,0.4485,0.275,0.3125,0.775,0.75,0.4029
"rrf+prior[r0.05,d0.0]",0.4653,0.4212,0.4477,0.275,0.3125,0.8,0.75,0.4044
"rrf+prior[r0.05,d0.05]",0.4659,0.4214,0.4481,0.275,0.3125,0.8,0.75,0.4047
"rrf+prior[r0.05,d0.1]",0.4659,0.4215,0.4481,0.275,0.3125,0.8,0.75,0.4047
"rrf+prior[r0.05,d0.2]",0.4699,0.4216,0.4506,0.275,0.3125,0.8,0.75,0.4056
"rrf+prior[r0.05,d0.3]",0.4699,0.4217,0.4507,0.275,0.3125,0.8,0.75,0.4056
"rrf+prior[r0.05,d0.5]",0.4714,0.4217,0.4515,0.275,0.3125,0.8,0.75,0.4056
"rrf+prior[r0.1,d0.0]",0.4668,0.4216,0.4487,0.275,0.3125,0.8,0.75,0.4044
"rrf+prior[r0.1,d0.05]",0.4673,0.4217,0.4491,0.275,0.3125,0.8,0.75,0.4047
"rrf+prior[r0.1,d0.1]",0.4676,0.4218,0.4493,0.275,0.3125,0.8,0.75,0.4084
"rrf+prior[r0.1,d0.2]",0.4706,0.4221,0.4512,0.275,0.3125,0.8,0.75,0.4093
"rrf+prior[r0.1,d0.3]",0.4706,0.4221,0.4512,0.275,0.3125,0.8,0.75,0.4097
"rrf+prior[r0.1,d0.5]",0.472,0.4221,0.4521,0.275,0.3125,0.8,0.75,0.4097
"rrf+prior[r0.2,d0.0]",0.4748,0.4218,0.4536,0.275,0.3125,0.8,0.75,0.4109
"rrf+prior[r0.2,d0.05]",0.4756,0.4221,0.4542,0.275,0.3125,0.8,0.75,0.4115
"rrf+prior[r0.2,d0.1]",0.4756,0.4224,0.4543,0.275,0.3125,0.8,0.75,0.4115
"rrf+prior[r0.2,d0.2]",0.4786,0.4224,0.4561,0.275,0.3125,0.8,0.75,0.4123
"rrf+prior[r0.2,d0.3]",0.4786,0.4224,0.4561,0.275,0.3125,0.8,0.75,0.413
"rrf+prior[r0.2,d0.5]",0.4803,0.4224,0.4572,0.275,0.3125,0.8,0.75,0.413
"rrf+prior[r0.3,d0.0]",0.4755,0.4223,0.4543,0.275,0.3125,0.8,0.75,0.4115
"rrf+prior[r0.3,d0.05]",0.476,0.4228,0.4548,0.275,0.3125,0.8,0.75,0.4115
"rrf+prior[r0.3,d0.1]",0.476,0.423,0.4548,0.275,0.3125,0.8,0.75,0.4115
"rrf+prior[r0.3,d0.2]",0.479,0.423,0.4566,0.275,0.3125,0.8,0.75,0.4123
"rrf+prior[r0.3,d0.3]",0.4794,0.423,0.4568,0.275,0.3125,0.825,0.75,0.413
"rrf+prior[r0.3,d0.5]",0.4808,0.4243,0.4582,0.275,0.3125,0.825,0.75,0.413
"rrf+prior[r0.5,d0.0]",0.4756,0.4245,0.4552,0.275,0.3125,0.8,0.75,0.4115
"rrf+prior[r0.5,d0.05]",0.4761,0.4248,0.4556,0.275,0.3125,0.8,0.75,0.4115
"rrf+prior[r0.5,d0.1]",0.4761,0.425,0.4556,0.275,0.3125,0.8,0.75,0.4115
"rrf+prior[r0.5,d0.2]",0.4794,0.4252,0.4577,0.275,0.3125,0.825,0.75,0.4123
"rrf+prior[r0.5,d0.3]",0.4794,0.4252,0.4577,0.275,0.3125,0.825,0.75,0.413
"rrf+prior[r0.5,d0.5]",0.4808,0.4256,0.4587,0.275,0.3125,0.825,0.75,0.413
